VARIABLE_NAME,VARIABLE_VALUE
SYNC_MASTER_INFO,10000
SKIP_NAME_RESOLVE,ON
INNODB_DEADLOCK_DETECT,ON
SLAVE_DOMAIN_PARALLEL_THREADS,0
INNODB_FT_MAX_TOKEN_SIZE,84
ENFORCE_STORAGE_ENGINE,<blank>
INNODB_FT_SERVER_STOPWORD_TABLE,<blank>
INNODB_FT_ENABLE_DIAG_PRINT,OFF
INNODB_DEFRAGMENT_FILL_FACTOR_N_RECS,20
HAVE_SYMLINK,YES
KEY_CACHE_SEGMENTS,0
INNODB_LARGE_PREFIX,<blank>
INNODB_DEFRAGMENT_N_PAGES,7
INNODB_FLUSH_NEIGHBORS,1
LOG_SLOW_FILTER,"admin,filesort,filesort_on_disk,filesort_priority_queue,full_join,full_scan,query_cache,query_cache_miss,tmp_table,tmp_table_on_disk"
SECURE_TIMESTAMP,NO
BASEDIR,/usr/
ARIA_SORT_BUFFER_SIZE,268434432
INNODB_DATA_FILE_PATH,ibdata1:12M:autoextend
INNODB_THREAD_SLEEP_DELAY,0
SSL_KEY,<blank>
WSREP_RECOVER,OFF
OPTIMIZER_USE_CONDITION_SELECTIVITY,4
GTID_CLEANUP_BATCH_SIZE,64
GTID_POS_AUTO_ENGINES,<blank>
INNODB_FT_AUX_TABLE,<blank>
ARIA_PAGECACHE_FILE_HASH_SIZE,512
MAX_SEEKS_FOR_KEY,4294967295
INNODB_LOG_WRITE_AHEAD_SIZE,8192
INNODB_REPLICATION_DELAY,0
WSREP_TRX_FRAGMENT_UNIT,bytes
QUERY_CACHE_MIN_RES_UNIT,4096
READ_BINLOG_SPEED_LIMIT,0
INNODB_STATS_ON_METADATA,OFF
THREAD_STACK,299008
INNODB_CHECKSUM_ALGORITHM,full_crc32
INNODB_FORCE_LOAD_CORRUPTED,OFF
ARIA_LOG_PURGE_TYPE,immediate
LOG_BIN,OFF
LARGE_PAGE_SIZE,0
REPLICATE_WILD_IGNORE_TABLE,<blank>
READ_RND_BUFFER_SIZE,8388608
WSREP_SR_STORE,table
WSREP_SST_RECEIVE_ADDRESS,AUTO
ARIA_LOG_FILE_SIZE,1073741824
WSREP_DESYNC,OFF
OPTIMIZER_SEARCH_DEPTH,62
SESSION_TRACK_STATE_CHANGE,OFF
TCP_KEEPALIVE_TIME,0
TIME_ZONE,SYSTEM
READ_ONLY,OFF
USERSTAT,ON
INNODB_VERSION,10.5.12
SESSION_TRACK_SYSTEM_VARIABLES,"autocommit,character_set_client,character_set_connection,character_set_results,time_zone"
INNODB_ADAPTIVE_MAX_SLEEP_DELAY,0
INNODB_PURGE_BATCH_SIZE,300
INNODB_FORCE_PRIMARY_KEY,OFF
HISTOGRAM_SIZE,254
WSREP_DIRTY_READS,OFF
INNODB_FORCE_RECOVERY,0
INNODB_DEFRAGMENT_FILL_FACTOR,0.900000
REPLICATE_ANNOTATE_ROW_EVENTS,ON
ALTER_ALGORITHM,DEFAULT
USE_STAT_TABLES,PREFERABLY_FOR_QUERIES
SQL_LOG_BIN,ON
INNODB_FAST_SHUTDOWN,1
PERFORMANCE_SCHEMA_USERS_SIZE,-1
INNODB_PURGE_RSEG_TRUNCATE_FREQUENCY,128
BACK_LOG,250
INNODB_SYNC_SPIN_LOOPS,30
TMPDIR,/dev/shm
INNODB_COMPRESSION_LEVEL,6

